GEOID,state_alpha,nccpi3corn,nccpi3all,aws0_100,aws0_150,soc0_30,soc0_100,rootznemc,rootznaws,droughty,pctearthmc,pwsl1pomu
31163,NE,0.40520653207870433,0.557242488357352,190.71946063393924,281.7570406217713,4546.230956043144,8725.573285446244,149.7992501259245,281.1881627755891,0.06538785600206226,88.27484756514554,24.180470794986167
31165,NE,0.08990922499963079,0.22082526163652644,107.07345754716616,145.39163039188264,3201.5213112149027,6254.86603876096,116.45931743115605,139.59917003511225,0.7104916063611733,85.21805174347305,10.843679160031796
31167,NE,0.5921985856406924,0.6286899636199825,182.52166806369164,272.6055603775089,4680.621231231994,9143.452547770787,149.8514722273393,272.67065664905266,0.1568811046924748,90.25108718816881,18.72289231299305
31169,NE,0.5664471820445468,0.6106513134633105,178.50137829770642,268.8914392078577,4995.9895262436585,9952.57999645409,148.42058202155837,269.45563561727647,0.08202480406208237,89.50792071382087,10.4369320912436
31171,NE,0.1071403127181548,0.17814436070941053,66.8953887495538,97.71674260188038,1788.2143707939567,3690.9692149279454,149.99555729553515,97.0590749141048,0.992474153781504,90.90157337972789,3.8945193208865843
31173,NE,0.6390101777927213,0.677117349370249,198.6812850418122,297.890895956007,5499.63111743847,11246.39031274687,149.38592985637297,300.5663273822428,0.010142220038404367,89.20116990270411,36.87461334553536
31175,NE,0.3875786496218293,0.5286827800011842,194.17289931559696,287.7970205353087,4245.348631766048,8457.089062262976,150.0,288.1586513594232,0.0716285505266552,88.18656916942115,13.150874540826827
31177,NE,0.6603651392133496,0.7051985107480465,192.48022887737145,285.1939175412586,5093.903825445209,10698.072064452212,150.0,287.45215818891216,0.00830815927819379,84.24111640743514,38.200595032322745
31179,NE,0.6894444780323067,0.7237329340445965,198.87166124458582,299.39630215768705,5588.688692419173,11215.259629735381,150.0,300.96185836191216,0.007587642645799146,88.42708358734934,13.026959865242072
31181,NE,0.5162872092000568,0.6246092888217386,194.32564568340504,288.1355248195734,4493.958870488247,8902.6037359573,145.56552373812627,289.32485886478185,0.08215983772205074,90.22941160631977,12.974304147644228
31183,NE,0.23246038828859897,0.27603021730126953,83.01272966976079,120.23387571395764,3367.430176949005,5926.500678020233,149.97667871882197,118.07364164174366,0.9375493564375558,90.01221031869463,17.35556684987151
31185,NE,0.615865438335812,0.6649134606754937,191.74913469836005,288.33764013272554,5906.5548493892065,11014.743792590873,149.98902041345607,289.2267333501474,0.0,85.97355846163224,8.716667520866816
55001,WI,0.31607874336695474,0.34685636552263915,100.93492804922225,135.0624797249865,5175.408910972576,10889.514923782845,143.20251815987606,127.47042435859474,0.8870068763140426,84.35443958670842,237.1339069854714
55003,WI,0.3503707247967379,0.4126312441968657,163.1968832506673,213.95684179139823,9437.414599179392,21606.607486295525,123.2356153286891,218.72816969264557,0.41834907380774944,83.11364354178569,64.11958796198637
55005,WI,0.5232248190616549,0.5405327598395463,160.08794809197676,201.44402478835104,6385.676293494023,11419.584506206756,131.94798244521402,195.66600117499044,0.3661119281524775,84.01343786218953,88.96832383969274
55007,WI,0.320470119309608,0.34742597004623815,107.88878788816625,148.6864616202354,5434.091526021864,11025.23726415158,138.3455810661905,157.51981697792712,0.6548009948166607,82.93931703219968,76.72295550473699
55009,WI,0.501521728931841,0.5156736378496061,142.31329839995362,185.76373308197773,5451.482944415256,9303.851379511341,110.08498483781287,165.03233750627953,0.5367986749797129,84.99549484024716,36.14898824655829
55011,WI,0.4229935437692915,0.4301847830889404,168.62828978754513,220.35917914202625,4882.337856986674,8843.358175999363,136.66866652939555,219.78714297012854,0.18538411591499374,86.44262364755807,270.8919324038521
55013,WI,0.2882579403778612,0.32397241694800494,121.58780510131187,168.837898091769,7368.346887573704,17054.81040665757,144.20312163581562,170.88636951723475,0.7149665295745591,81.1805463075522,226.03202443766918
55015,WI,0.49268132918313357,0.5080324327278858,156.43218024721017,203.4187377964015,7267.983566649584,14874.209728878563,97.3731925197872,173.11346066031365,0.7460923456177326,69.98873143707262,365.8561159482977
55017,WI,0.4847334525948329,0.5155249270209326,162.17019739130222,209.1171731618092,7351.7212014202605,14077.45076668335,125.85878772522125,195.99945703228767,0.39034548281895576,84.22266947531855,99.36769704463288
55019,WI,0.504479110805885,0.5412171825113915,154.3317752439399,182.3947991873346,7407.484914304223,12837.907577501554,88.71953478231187,148.75063569594514,0.6742941243140936,86.85291481684624,41.7702740058648
